"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Parent Molecule ChEMBL ID"
"CHEMBL389621";"HYDROCORTISONE";"Small molecule";"4";"1952";"'-cort-'";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO";"Glucocorticoid receptor agonist";"";"";"CHEMBL2034";"Glucocorticoid receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 16895953 URL: http://europepmc.org/abstract/MED/16895953|Type: PubMed RefID: 16980198 URL: http://europepmc.org/abstract/MED/16980198|Type: PubMed RefID: 17038445 URL: http://europepmc.org/abstract/MED/17038445|Type: PubMed RefID: 17086345 URL: http://europepmc.org/abstract/MED/17086345";"Hydrocortisone (BAN, FDA, INN, JAN, MI, USP)|";"A07EA02 | H02AB09 | S02BA01 | S01CB03 | D07XA01 | C05AA01 | A01AC03 | D07AA02 | R01AD60 | S01BA02";"A07EA - Corticosteroids acting locally | H02AB - Glucocorticoids | S02BA - Corticosteroids | S01CB - Corticosteroids/antiinfectives/mydriatics in combination | D07XA - Corticosteroids, weak, other combinations | C05AA - Corticosteroids | A01AC - Corticosteroids for local oral treatment | D07AA - Corticosteroids, weak (group I) | R01AD - Corticosteroids | S01BA - Corticosteroids, plain";"A07E - INTESTINAL ANTIINFLAMMATORY AGENTS | H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN | S02B - CORTICOSTEROIDS | S01C - ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE | A01A - STOMATOLOGICAL PREPARATIONS | D07A - CORTICOSTEROIDS, PLAIN | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | S01B - ANTIINFLAMMATORY AGENTS";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | H02 - CORTICOSTEROIDS FOR SYSTEMIC USE | S02 - OTOLOGICALS | S01 - OPHTHALMOLOGICALS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | C05 - VASOPROTECTIVES | A01 - STOMATOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | R01 - NASAL PREPARATIONS | S01 - OPHTHALMOLOGICALS";"A - ALIMENTARY TRACT AND METABOLISM | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | S - SENSORY ORGANS | S - SENSORY ORGANS | D - DERMATOLOGICALS | C - CARDIOVASCULAR SYSTEM | A - ALIMENTARY TRACT AND METABOLISM | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS";"CHEMBL389621"
"CHEMBL3137343";"PEMBROLIZUMAB";"Antibody";"4";"2014";"'-mab'";"";"Programmed cell death protein 1 inhibitor";"";"";"CHEMBL3307223";"Programmed cell death protein 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: FDA RefID: label/2014/125514lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125514lbl.pdf";"Pembrolizumab (FDA, INN, JAN, MI, USAN)|";"L01XC18";"L01XC - Monoclonal antibodies";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL3137343"
"CHEMBL1276308";"MIFEPRISTONE";"Small molecule";"4";"2000";"'-pristone'";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C";"Glucocorticoid receptor antagonist";"";"Selective";"CHEMBL2034";"Glucocorticoid receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=542f3fae-8bc8-4f00-9228-e4b66c9ad6a9 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=542f3fae-8bc8-4f00-9228-e4b66c9ad6a9|Type: PubMed RefID: 22466348 URL: http://europepmc.org/abstract/MED/22466348";"Mifepristone (BAN, FDA, INN, JAN, MI, USAN, USP)|";"G03XB51 | G03XB01";"G03XB - Progesterone receptor modulators | G03XB - Progesterone receptor modulators";"G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES";"CHEMBL1276308"
"CHEMBL1201134";"LUBIPROSTONE";"Small molecule";"4";"2006";"'-prost-'";"CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1";"Chloride channel protein 2 opener";"";"";"CHEMBL1628478";"Chloride channel protein 2";"OPENER";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=417aa15d-ac74-4fa8-a312-6e51e82ba70c#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=417aa15d-ac74-4fa8-a312-6e51e82ba70c#nlm34090-1";"Lubiprostone (FDA, INN, JAN, MI, USAN)|";"A06AX03";"A06AX - Other drugs for constipation";"A06A - DRUGS FOR CONSTIPATION";"A06 - DRUGS FOR CONSTIPATION";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1201134"
"CHEMBL1201567";"FILGRASTIM";"Protein";"4";"1991";"'-stim'";"";"Granulocyte colony stimulating factor receptor agonist";"";"";"CHEMBL1996";"Granulocyte colony stimulating factor receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=fdfe5d72-6b80-435a-afa4-c5d74dd852ce URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdfe5d72-6b80-435a-afa4-c5d74dd852ce|Type: PubMed RefID: 7504384 URL: http://europepmc.org/abstract/MED/7504384|Type: PubMed RefID: 9679526 URL: http://europepmc.org/abstract/MED/9679526";"Filgrastim (BAN, FDA, INN, JAN, USAN)|Filgrastim-sndz (FDA)|Tbo-Filgrastim (FDA)|";"L03AA02";"L03AA - Colony stimulating factors";"L03A - IMMUNOSTIMULANTS";"L03 - IMMUNOSTIMULANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1201567"
"CHEMBL1688243";"INCB-9471";"Small molecule";"2";"";"";"CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C";"C-C chemokine receptor type 5 antagonist";"HIV-1 entry inhibitor, noncompetitive CCR5 allosteric antagonist. Indication: HIV infections";"";"CHEMBL274";"C-C chemokine receptor type 5";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 21459966 URL: http://europepmc.org/abstract/MED/21459966|Type: PubMed RefID: 24900235 URL: http://europepmc.org/abstract/MED/24900235";"INCB-9471";"";"";"";"";"";"CHEMBL1688243"
"CHEMBL2095208";"COBICISTAT";"Small molecule";"4";"2012";"'-stat'";"CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1";"Cytochrome P450 3A inhibitor";"";"";"CHEMBL2364675";"Cytochrome P450 3A";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=74ae2a93-b267-444c-8f0f-a2a6522260ee URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=74ae2a93-b267-444c-8f0f-a2a6522260ee|Type: DOI RefID: 10.1021/ml1000257 URL: http://pubs.acs.org/doi/abs/10.1021/ml1000257";"Cobicistat (FDA, INN, JAN, MI, USAN)|";"V03AX03";"V03AX - Other therapeutic products";"V03A - ALL OTHER THERAPEUTIC PRODUCTS";"V03 - ALL OTHER THERAPEUTIC PRODUCTS";"V - VARIOUS";"CHEMBL2095208"
"CHEMBL1535";"HYDROXYCHLOROQUINE";"Small molecule";"4";"1955";"";"CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12";"Toll-like receptor 9 antagonist";"";"";"CHEMBL5804";"Toll-like receptor 9";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: FDA RefID: label/2007/009768s041lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/009768s041lbl.pdf|Type: PubMed RefID: 17970883 URL: http://europepmc.org/abstract/MED/17970883|Type: PubMed RefID: 18220957 URL: http://europepmc.org/abstract/MED/18220957";"Hydroxychloroquine sulfate (FDA, USP)|Hydroxychloroquine Sulfate (MI)|Hydroxychloroquine (BAN, INN, MI)|";"P01BA02";"P01BA - Aminoquinolines";"P01B - ANTIMALARIALS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"CHEMBL1535"
"CHEMBL493982";"VORAPAXAR";"Small molecule";"4";"2014";"'-paxar'";"CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1";"Proteinase-activated receptor 1 antagonist";"";"";"CHEMBL3974";"Proteinase-activated receptor 1";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: FDA RefID: label/2014/204886s000lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204886s000lbl.pdf";"Vorapaxar Sulfate (FDA, JAN, MI, USAN)|Vorapaxar (INN, MI, USAN)|";"B01AC26";"B01AC - Platelet aggregation inhibitors excl. heparin";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"CHEMBL493982"
"CHEMBL511142";"BUPRENORPHINE";"Small molecule";"4";"1981";"";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5";"Mu opioid receptor agonist";"";"";"CHEMBL233";"Mu opioid receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=b086772e-d15a-4d13-b1a2-38bfbde1f18c#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b086772e-d15a-4d13-b1a2-38bfbde1f18c#nlm34090-1";"Buprenorphine HCl (FDA, JAN, MI, USAN, USP)|Buprenorphine hydrochloride ciii (USP)|Buprenorphine (BAN, FDA, INN, JAN, MI)|";"N07BC01 | N02AE01 | N07BC51";"N07BC - Drugs used in opioid dependence | N02AE - Oripavine derivatives | N07BC - Drugs used in opioid dependence";"N07B - DRUGS USED IN ADDICTIVE DISORDERS | N02A - OPIOIDS | N07B - DRUGS USED IN ADDICTIVE DISORDERS";"N07 - OTHER NERVOUS SYSTEM DRUGS | N02 - ANALGESICS | N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"CHEMBL511142"
"CHEMBL1237026";"TESAMORELIN";"Protein";"4";"2010";"'-relin'";"";"Growth hormone-releasing hormone receptor agonist";"";"";"CHEMBL2032";"Growth hormone-releasing hormone receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=3de31cec-31dc-4ac4-9717-367a687d22f2 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3de31cec-31dc-4ac4-9717-367a687d22f2";"Tesamorelin Acetate (FDA, USAN)|Tesamorelin (INN, MI, USAN)|";"H01AC06";"H01AC - Somatropin and somatropin agonists";"H01A - ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES";"H01 - PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"CHEMBL1237026"
"CHEMBL126";"LINEZOLID";"Small molecule";"4";"2000";"'-zolid'";"CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1";"Bacterial 70S ribosome inhibitor";"Indicated for Staphylococcus aureus, Streptococcus pneumoniae, Streptococcus pyogenes, Streptococcus agalactiae, Enterococcus faecium";"";"CHEMBL2363135";"Bacterial 70S ribosome";"INHIBITOR";"PROTEIN NUCLEIC-ACID COMPLEX";"Bacteria";"23S ribosomal RNA";"23S RRNA";"Type: DailyMed RefID: setid=6e70e63b-bfd5-478d-a8ee-8ba22c9efabd URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6e70e63b-bfd5-478d-a8ee-8ba22c9efabd|Type: PubMed RefID: 15992144 URL: http://europepmc.org/abstract/MED/15992144";"Linezolid (BAN, FDA, INN, JAN, MI, USAN, USP)|";"J01XX08";"J01XX - Other antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL126"
"CHEMBL666";"FOSCARNET";"Small molecule";"4";"1991";"'fos-'";"O=C(O)P(=O)(O)O";"Human herpesvirus 1 DNA polymerase inhibitor";"";"";"CHEMBL1872";"Human herpesvirus 1 DNA polymerase";"INHIBITOR";"SINGLE PROTEIN";"Herpes simplex virus (type 1 / strain 17)";"";"";"Type: DailyMed RefID: setid=eec8727b-c98c-41a4-90b8-d49a8e01e63c URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eec8727b-c98c-41a4-90b8-d49a8e01e63c";"Foscarnet Sodium (BAN, FDA, INN, MI, USAN, USP)|Foscarnet sodium hexahydrate (MI)|Foscarnet sodium hydrate (JAN)|";"J05AD01";"J05AD - Phosphonic acid derivatives";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL666"
"CHEMBL2109443";"F105";"Antibody";"1";"";"";"";"Envelope polyprotein GP160 inhibitor";"";"";"CHEMBL3520";"Envelope polyprotein GP160";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)";"";"";"Type: PubMed RefID: 9591708 URL: http://europepmc.org/abstract/MED/9591708";"F105";"";"";"";"";"";"CHEMBL2109443"
"CHEMBL1237022";"TOCILIZUMAB";"Antibody";"4";"2005";"'-mab'";"";"Interleukin-6 receptor alpha subunit inhibitor";"Complex with beta subunit in membrane bound form, but binds to soluble (alpha only) form too";"";"CHEMBL2364155";"Interleukin-6 receptor alpha subunit";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"Alpha subunit is binding site";"Type: DailyMed RefID: setid=2e5365ff-cb2a-4b16-b2c7-e35c6bf2de13 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2e5365ff-cb2a-4b16-b2c7-e35c6bf2de13";"Tocilizumab (FDA, INN, MI, USAN)|";"L04AC07";"L04AC - Interleukin inhibitors";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1237022"
"CHEMBL1201482";"PROTEASE (PANCRELIPASE)";"Enzyme";"4";"1996";"'-ase'";"";"Polypeptides hydrolytic enzyme";"";"";"CHEMBL2364181";"Polypeptides";"HYDROLYTIC ENZYME";"MACROMOLECULE";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1";"Pancrelipase (FDA)|";"A09AA02";"A09AA - Enzyme preparations";"A09A - DIGESTIVES, INCL. ENZYMES";"A09 - DIGESTIVES, INCL. ENZYMES";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1201482"
"CHEMBL2364608";"DORAVIRINE";"Small molecule";"4";"2018";"'-vir-'";"Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O";"Reverse transcriptase negative allosteric modulator";"Inhibits reverse transcriptase and viral replication.";"Does not inhibit human cellular DNA polymerases alpha and beta or mitochondrial DNA polymerase gamma. Active against a range of HIV-1 isolates from different groups. ";"CHEMBL2366516";"Reverse transcriptase";"NEGATIVE ALLOSTERIC MODULATOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"NNRTI binding site";"Type: FDA RefID: label/2018/210806s000lbl.pdf URL: https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210806s000lbl.pdf|Type: PubMed RefID: 27124362 URL: http://europepmc.org/abstract/MED/27124362";"Doravirine (FDA, INN, USAN)|";"J05AG06";"J05AG - Non-nucleoside reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL2364608"
"CHEMBL1276308";"MIFEPRISTONE";"Small molecule";"4";"2000";"'-pristone'";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C";"Progesterone receptor antagonist";"";"Selective";"CHEMBL208";"Progesterone receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=542f3fae-8bc8-4f00-9228-e4b66c9ad6a9 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=542f3fae-8bc8-4f00-9228-e4b66c9ad6a9";"Mifepristone (BAN, FDA, INN, JAN, MI, USAN, USP)|";"G03XB51 | G03XB01";"G03XB - Progesterone receptor modulators | G03XB - Progesterone receptor modulators";"G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES";"CHEMBL1276308"
"CHEMBL141";"LAMIVUDINE";"Small molecule";"4";"1995";"'-vudine'";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1";"DNA inhibitor";"When monophosporylated is incorporates into the DNA, when triphosporylated inhibits the enzymes";"";"CHEMBL2363048";"DNA";"INHIBITOR";"NUCLEIC-ACID";"Hepatitis B virus";"";"";"Type: DailyMed RefID: setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e";"Lamivudine (BAN, FDA, INN, JAN, MI, USAN, USP)|";"J05AF05";"J05AF - Nucleoside and nucleotide reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL141"
"CHEMBL106";"FLUCONAZOLE";"Small molecule";"4";"1990";"'-conazole'";"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F";"Cytochrome P450 51 inhibitor";"";"";"CHEMBL1780";"Cytochrome P450 51";"INHIBITOR";"SINGLE PROTEIN";"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)";"";"";"Type: DailyMed RefID: setid=f694c617-3383-416c-91b6-b94fda371204 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f694c617-3383-416c-91b6-b94fda371204";"Fluconazole (BAN, FDA, INN, JAN, MI, USAN, USP)|";"D01AC15 | J02AC01";"D01AC - Imidazole and triazole derivatives | J02AC - Triazole derivatives";"D01A - ANTIFUNGALS FOR TOPICAL USE | J02A - ANTIMYCOTICS FOR SYSTEMIC USE";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE | J02 - ANTIMYCOTICS FOR SYSTEMIC USE";"D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL106"
"CHEMBL174";"AMPICILLIN";"Small molecule";"4";"1965";"'-cillin'";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"Bacterial penicillin-binding protein inhibitor";"";"";"CHEMBL2354204";"Bacterial penicillin-binding protein";"INHIBITOR";"PROTEIN FAMILY";"Bacteria";"";"";"Type: PubMed RefID: 7447421 URL: http://europepmc.org/abstract/MED/7447421|Type: Wikipedia RefID: Penicillin_binding_proteins#Function URL: http://en.wikipedia.org/wiki/Penicillin_binding_proteins#Function";"Ampicillin (BAN, INN, JAN, MI, USAN, USP)|Ampicillin/Ampicillin Trihydrate (FDA)|Anhydrous ampicillin (JAN)|Ampicillin Sodium (FDA, JAN, USAN, USP)|Ampicillin sodium salt (MI)|";"S01AA19 | J01CA51 | J01CA01";"S01AA - Antibiotics | J01CA - Penicillins with extended spectrum | J01CA - Penicillins with extended spectrum";"S01A - ANTIINFECTIVES | J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS | J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"S01 - OPHTHALMOLOGICALS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"S - SENSORY ORGANS | J - ANTIINFECTIVES FOR SYSTEMIC USE | J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL174"
"CHEMBL112";"ACETAMINOPHEN";"Small molecule";"4";"1968";"";"CC(=O)Nc1ccc(O)cc1";"Vanilloid receptor opener";"Active metabolite, AM404, activates vanilloid receptor (TRPV1)";"";"CHEMBL4794";"Vanilloid receptor";"OPENER";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 15987694 URL: http://europepmc.org/abstract/MED/15987694|Type: PubMed RefID: 20862299 URL: http://europepmc.org/abstract/MED/20862299|Type: Wikipedia RefID: Acetaminophen#Mechanism_of_action URL: http://en.wikipedia.org/wiki/Acetaminophen#Mechanism_of_action";"Acetaminophen (FDA, JAN, MI, USP)|Paracetamol (BAN, DCF, INN)|";"N02BE71 | N02BE51 | N02BE01";"N02BE - Anilides | N02BE - Anilides | N02BE - Anilides";"N02B - OTHER ANALGESICS AND ANTIPYRETICS | N02B - OTHER ANALGESICS AND ANTIPYRETICS | N02B - OTHER ANALGESICS AND ANTIPYRETICS";"N02 - ANALGESICS | N02 - ANALGESICS | N02 - ANALGESICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"CHEMBL112"
"CHEMBL86";"METOCLOPRAMIDE";"Small molecule";"4";"1979";"";"CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC";"Serotonin 4 (5-HT4) receptor agonist";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: ISBN RefID: 0443-059748 PP. 167 URL: http://www.isbnsearch.org/isbn/0443059748|Type: Wikipedia RefID: Metoclopramide URL: http://en.wikipedia.org/wiki/Metoclopramide";"Metoclopramide (JAN, BAN, INN, JAN, MI)|Metoclopramide HCl (FDA, JAN, USAN, USP)|";"A03FA01";"A03FA - Propulsives";"A03F - PROPULSIVES";"A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL86"
"CHEMBL1643";"RIBAVIRIN";"Small molecule";"4";"1985";"'-vir-'";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1";"RNA inhibitor";"";"";"CHEMBL2363073";"RNA";"INHIBITOR";"NUCLEIC-ACID";"Hepatitis C virus";"";"";"Type: PubMed RefID: 16107837 URL: http://europepmc.org/abstract/MED/16107837|Type: Wikipedia RefID: Ribavirin#Mechanisms_of_action URL: http://en.wikipedia.org/wiki/Ribavirin#Mechanisms_of_action";"Ribavirin (FDA, INN, JAN, MI, USAN, USP)|Tribavirin (BAN)|";"J05AP01";"J05AP - Antivirals for treatment of HCV infections";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL1643"
"CHEMBL529";"AZITHROMYCIN";"Small molecule";"4";"1991";"'-mycin'";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O";"Bacterial 70S ribosome inhibitor";"";"";"CHEMBL2363135";"Bacterial 70S ribosome";"INHIBITOR";"PROTEIN NUCLEIC-ACID COMPLEX";"Bacteria";"23S ribosomal RNA";"23S RRNA";"Type: PubMed RefID: 12623020 URL: http://europepmc.org/abstract/MED/12623020|Type: PubMed RefID: 15851032 URL: http://europepmc.org/abstract/MED/15851032|Type: PubMed RefID: 19071138 URL: http://europepmc.org/abstract/MED/19071138";"Azithromycin (BAN, FDA, INN, MI, USAN, USP)|Azithromycin Dihydrate (FDA, MI)|Azithromycin hydrate (JAN)|";"J01FA10 | S01AA26";"J01FA - Macrolides | S01AA - Antibiotics";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"CHEMBL529"
"CHEMBL70663";"DAPIVIRINE";"Small molecule";"3";"";"'-vir-'";"Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1";"Reverse transcriptase inhibitor";"";"";"CHEMBL2366516";"Reverse transcriptase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: PubMed RefID: 19029331 URL: http://europepmc.org/abstract/MED/19029331";"Dapivirine (INN, USAN)|";"G01AX17";"G01AX - Other antiinfectives and antiseptics";"G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS";"G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"CHEMBL70663"
